20 Arcminutes
Center, North, East, South, West

M101,14h03m12.583s,54d20m55.5s
0.023,0.031,0.027,0.03,0.023,

NGC0691,1h50m41.722s,21d45m35.64s
0.193,0.231,0.193,0.188,0.236,
